aided	3.24519313319
limited	2.06545529971
brevet	2.7080502011
pardon	3.24519313319
dissolution	3.24519313319
child	2.34454929209
four	1.30992138234
facilities	3.24519313319
protest	3.24519313319
woods	3.24519313319
sleep	3.24519313319
controversial	2.7080502011
hanging	3.24519313319
mansion	2.7080502011
captain	2.34454929209
integrity	2.7080502011
assembled	2.34454929209
aggression	2.34454929209
carolinas	3.24519313319
whose	3.24519313319
votes	0.150282203049
voter	3.24519313319
chinese	2.7080502011
granting	2.7080502011
marcos	3.24519313319
paris	2.7080502011
crises	2.7080502011
john tyler	3.24519313319
pensions	3.24519313319
supported	2.06545529971
edward	3.24519313319
voted	2.34454929209
under	0.457833093625
lord	3.24519313319
pride	3.24519313319
supreme	1.46633706879
placed	3.24519313319
partys	2.7080502011
lure	3.24519313319
blistering	3.24519313319
stanton	3.24519313319
risk	3.24519313319
wracked	3.24519313319
commerce	2.06545529971
compassion	3.24519313319
rise	2.34454929209
slaveholder	3.24519313319
splitting	3.24519313319
appropriation	3.24519313319
every	2.06545529971
jack	3.24519313319
reforms	3.24519313319
profrench	3.24519313319
advocating	2.7080502011
bringing	3.24519313319
encounter	3.24519313319
spanishamerican	3.24519313319
charity	3.24519313319
believed	2.7080502011
school	1.03301500618
receiving	2.7080502011
grueling	3.24519313319
unrest	3.24519313319
pinch	3.24519313319
solution	2.7080502011
herbert	3.24519313319
unrelated	3.24519313319
pardons	3.24519313319
delegate	2.7080502011
wavered	2.7080502011
297	3.24519313319
harriet	3.24519313319
100day	3.24519313319
fairfax	3.24519313319
commented	2.7080502011
triumph	2.06545529971
whirlwind	3.24519313319
enjoy	3.24519313319
charter	3.24519313319
expanded	2.7080502011
force	1.8362112318
leaders	1.46633706879
welltodo	3.24519313319
construed	3.24519313319
europe	1.30992138234
excelled	2.34454929209
direct	2.34454929209
ation	3.24519313319
preacher	3.24519313319
surrounding	3.24519313319
second	0.674455047548
persuade	2.06545529971
castro	3.24519313319
compliance	3.24519313319
vainthat	3.24519313319
friendships	3.24519313319
planters	3.24519313319
machines	3.24519313319
perish	3.24519313319
even	0.564529802738
established	1.30992138234
dresser	3.24519313319
ugly	3.24519313319
solemn	3.24519313319
decisions	3.24519313319
panama	2.34454929209
selected	2.7080502011
contributed	2.7080502011
liberty	3.24519313319
spokesman	3.24519313319
deficits	3.24519313319
reconstruction	1.63974326193
frank	3.24519313319
new	0
fall	2.7080502011
increasing	3.24519313319
ever	1.63974326193
discrimination	2.7080502011
reviving	3.24519313319
told	2.06545529971
dispatched	3.24519313319
hero	2.34454929209
offenses	3.24519313319
selfconfidence	3.24519313319
territoryand	3.24519313319
never	1.30992138234
here	2.7080502011
atoms	3.24519313319
met	1.46633706879
feeding	3.24519313319
china	1.63974326193
possibility	2.7080502011
active	2.34454929209
aftermath	3.24519313319
100	3.24519313319
spies	3.24519313319
dred	3.24519313319
dry	3.24519313319
cyclical	3.24519313319
southerners	1.46633706879
daughter	2.7080502011
attending	3.24519313319
pretensions	3.24519313319
employees	3.24519313319
economics	3.24519313319
envoy	2.7080502011
controversy	2.7080502011
credit	2.7080502011
harass	3.24519313319
insurgencies	3.24519313319
bunker	3.24519313319
anarchist	3.24519313319
settled	2.7080502011
bloomer	3.24519313319
secure	3.24519313319
campaign	0.674455047548
servicemen	3.24519313319
julie	3.24519313319
explained	3.24519313319
reagan	3.24519313319
treatment	3.24519313319
perpetuated	3.24519313319
highly	3.24519313319
county	1.63974326193
enforce	2.7080502011
pound	3.24519313319
moral	3.24519313319
amherst	3.24519313319
welch	3.24519313319
counts	3.24519313319
opponents	2.06545529971
riots	3.24519313319
freedomand	3.24519313319
spoke	3.24519313319
would	0
army	0.907557051905
hospital	3.24519313319
indians	2.7080502011
arms	2.7080502011
insult	3.24519313319
secessionist	3.24519313319
cents	3.24519313319
program	0.788457360364
call	3.24519313319
calm	2.7080502011
strike	3.24519313319
heralded	3.24519313319
until	1.03301500618
wedeclared	3.24519313319
supporters	3.24519313319
successful	2.7080502011
piercea	3.24519313319
reign	3.24519313319
aware	2.06545529971
dogma	3.24519313319
connecticut	2.7080502011
warm	3.24519313319
recharter	3.24519313319
gentlemans	3.24519313319
teaching	3.24519313319
pierces	3.24519313319
90	3.24519313319
hold	2.7080502011
tariff	1.46633706879
overrun	3.24519313319
circumstances	2.7080502011
me	2.34454929209
1992	2.7080502011
word	2.7080502011
1994	2.7080502011
rights	1.16643488501
1998	3.24519313319
youask	3.24519313319
work	1.46633706879
polarized	3.24519313319
refusing	2.7080502011
worn	3.24519313319
pledges	3.24519313319
deficiencies	3.24519313319
antiaircraft	3.24519313319
era	1.8362112318
install	3.24519313319
henry	1.16643488501
james k polk	3.24519313319
forswear	3.24519313319
my	1.46633706879
example	2.7080502011
1876	2.7080502011
shook	3.24519313319
